id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23077592,Rio Rentals 021- C043 Studio com hidromassagem na quadra da praia de Copacabana.,171256195,,,Copacabana,-22.96522,-43.17358,Entire home/apt,173,2,58,2021-02-28,1.60,14,100
23077997,Rio Rentals 021 - U010 Apartamento silencioso para 4 pessoas em Copacabana.,171256195,,,Copacabana,-22.96215,-43.1763,Entire home/apt,175,2,28,2021-03-01,0.81,14,61
23078081,Apartamento em COPACABANA!,115651275,Lucas,,Copacabana,-22.96468,-43.17596,Entire home/apt,120,4,7,2020-02-26,0.19,1,3
23078116,Rio Rentals 021- C037 Studio com vista mar.,171256195,,,Copacabana,-22.96486,-43.17354,Entire home/apt,206,2,21,2021-02-18,1.02,14,190
23078444,Rio Rentals 021- C044 Studio com vista para o mar de Copacabana.,171256195,,,Leme,-22.96353,-43.17304,Entire home/apt,192,1,58,2021-02-28,1.62,14,115
23083117,Centro Rio de Janeiro entre a Lapa e o Sambódromo,171407193,Gisele,,Centro,-22.91088,-43.19034,Private room,300,2,1,2019-03-05,0.04,2,365
23083428,"Barra, quadra praia",126256720,Edberto,,Barra da Tijuca,-23.00744,-43.34605,Entire home/apt,380,5,4,2020-01-27,0.16,1,81
23083482,"Ótimo quarto, por temporada, de 5 a 15 dias",171410217,Aurilene,,Centro,-22.914,-43.18796,Shared room,136,7,0,,,1,87
23084425,Quartos na Praca da Bandeira,171419202,Anabela,,Tijuca,-22.91517,-43.21527,Private room,386,1,0,,,1,365
23085220,CASA GRACIOSA. BARRA TIJUCA - 15 CAMAS,171427321,Carlos,,Barra da Tijuca,-22.99523,-43.40734,Entire home/apt,1529,1,25,2020-10-05,0.70,2,364
23085528,Quarto compartilhado para 2 pessoas em Ipanema,96962836,Igor,,Copacabana,-22.98285,-43.19514,Shared room,99,2,2,2019-10-06,0.05,2,0
23087098,2bedrooms+2bathrooms+Wi-Fi+AC+KingSizeBed,11739,Eric,,Copacabana,-22.96583,-43.17717,Entire home/apt,390,5,1,2018-02-14,0.03,9,0
23089779,CARNAVAL NO MAAYAN - Pedacinho de Resort,163569179,Marcela,,Jacarepaguá,-22.96491,-43.38637,Entire home/apt,1000,6,0,,,1,364
23092030,Comfortable apartment in heart of Copacabana,171507079,Gabriel,,Copacabana,-22.96941,-43.18767,Entire home/apt,119,1,13,2020-03-12,0.34,1,0
23095028,Apto 60m2; Copacabana perto do Leme; todo equipado,18058566,Victor,,Copacabana,-22.96332,-43.17654,Entire home/apt,160,2,11,2021-02-22,0.29,1,363
23098566,Quarto privado com banheiro e wifi em Copacabana 1,24875639,Fatima,,Copacabana,-22.96487,-43.18769,Private room,52,1,13,2020-12-04,0.35,3,0
23099552,Barra da Tijuca bem localizado,171586673,Paulo,,Barra da Tijuca,-23.003,-43.3274,Entire home/apt,300,2,16,2021-01-02,0.73,1,178
23100086,Apto na Quadra da Praia de Copacabana,51430210,Viviane,,Copacabana,-22.9754,-43.18808,Entire home/apt,350,2,5,2021-01-03,0.13,1,179
23101124,"Quarto na minha casa, Copacabana perto da praia!",171604407,Olga  E Varda,,Copacabana,-22.96504,-43.17915,Private room,120,3,0,,,3,199
23102429,Quarto pertinho da praia no meu apt em Copacabana,171604407,Olga  E Varda,,Copacabana,-22.96386,-43.1811,Private room,120,3,2,2019-01-06,0.05,3,314
23102945,"Ap em Copacabana na quadra do mar, reformado/novo",105732349,Vanessa,,Copacabana,-22.97938,-43.19069,Entire home/apt,249,2,34,2021-03-08,0.90,1,364
23103070,Bedroom/private bathroom - Copacabana near beach,171604407,Olga  E Varda,,Copacabana,-22.96468,-43.18057,Private room,130,3,7,2019-08-13,0.24,3,118
23103532,Apt. agradável e localizado no coração do Rio!,171344603,Rose,,Copacabana,-22.97102,-43.18968,Entire home/apt,158,2,18,2021-02-15,0.47,1,83
23103550,Quarto de solteiro no centro do Rio,156241641,Alessandra,,Cidade Nova,-22.90982,-43.20434,Private room,60,1,0,,,1,179
23104264,[b1310]Conforto na Praia Barra Tijuca,157848745,Katya,,Barra da Tijuca,-23.01073,-43.34957,Entire home/apt,450,2,2,2020-02-26,0.06,15,365
23106123,Aconchegante apartamento no coração de Copacabana,123513406,Carolina,,Copacabana,-22.96205,-43.18227,Entire home/apt,250,3,0,,,1,365
23106279,Ipanema Wonderful Apartment Private Pool,14001603,Pedro Felipe,,Ipanema,-22.98323,-43.21129,Entire home/apt,929,2,55,2021-02-28,1.50,2,172
23106440,well location+near from the beach+parking station,38095720,Mariana,,Leblon,-22.98253,-43.22302,Private room,333,1,0,,,2,365
23106503,Quartos bem.localizados na tijuca e café da manhã.,171602904,Carminha,,Tijuca,-22.94149,-43.24912,Private room,62,1,1,2019-03-05,0.04,1,362
23107021,Loft-  Copacabana -Beach,52126097,Eliane,,Copacabana,-22.97791,-43.18989,Entire home/apt,220,3,22,2021-01-02,0.58,1,0
23108502,Kitinete Santa da Glória,4533938,Viv,,Santa Teresa,-22.91884,-43.18157,Entire home/apt,160,2,5,2020-02-26,0.13,1,89
23108510,Rio de Janeiro Condomínio  5 estrelas,81175432,Rachel,,São Conrado,-22.99733,-43.25697,Private room,200,2,0,,,1,365
23115079,Copacabana!!! Excellent location!!,52128852,Juliana,,Copacabana,-22.97678,-43.19215,Entire home/apt,80,1,18,2020-03-16,0.47,1,0
23115913,Excelente Cobertura  Copacabana - POSTO 2,13664216,Maria Lucia,,Copacabana,-22.96379,-43.17755,Entire home/apt,1500,7,0,,,15,80
23116132,Apartamento 3 quartos no Jardim Botânico,55247155,Flavia,,Jardim Botânico,-22.96407,-43.21923,Entire home/apt,1000,1,0,,,2,83
23116347,Charmoso quarto Bem estar -Jd Guanabara Galeão GIG,24521701,Fatima,,Jardim Guanabara,-22.81208,-43.19624,Private room,119,1,15,2020-02-24,0.39,6,365
23117334,Quarto em prédio antigo do Leblon,107585565,Rafael,,Leblon,-22.98204,-43.21998,Private room,246,2,2,2019-03-05,0.05,2,0
23118724,Suite da Gloria/Sta.Teresa (entrada individual),96339245,Lanny & James,,Santa Teresa,-22.91942,-43.18075,Private room,80,2,19,2021-01-03,0.67,1,0
23121880,Leblon 1 quarto - totalmente reformado,11411976,Paula,,Leblon,-22.98313,-43.21674,Entire home/apt,250,2,1,2021-01-30,0.59,11,0
23122097,"Copacabana apartment, right next to the beach",98903110,Manuela,,Copacabana,-22.96294,-43.17486,Entire home/apt,120,1,26,2021-03-07,0.69,1,62
23122853,Apartamento no Leme,15182990,Andre,,Leme,-22.963,-43.16948,Entire home/apt,210,2,2,2018-10-20,0.07,1,0
23124431,Quarto com banheiro privativo para Mulher.,79748690,Eunice,,Maracanã,-22.91449,-43.22316,Private room,60,30,1,2019-10-08,0.06,1,357
23125018,Triplex Copacabana,154954526,Raphael,,Copacabana,-22.98132,-43.19123,Entire home/apt,1200,2,14,2020-02-25,0.40,1,362
23126337,Suíte na Península,164937858,Ivan,,Barra da Tijuca,-22.98931,-43.35557,Private room,145,1,2,2018-08-21,0.06,1,0
23126696,Arpoador - Excelente apartamento,51538447,,,Copacabana,-22.98432,-43.19097,Entire home/apt,6333,6,1,2019-01-02,0.04,4,89
23127909,"Big Bedroom, near by the most beautiful beaches",171866705,Andre,,Recreio dos Bandeirantes,-23.02806,-43.50085,Entire home/apt,150,4,7,2021-02-18,0.18,1,90
23128126,APARTAMENTO 3 SUÍTES COPACABANA,164326786,Neiry,,Copacabana,-22.96346,-43.17463,Entire home/apt,1100,4,0,,,7,365
23129185,Lindo loft no coração de ipanema,328096,Carlos,,Ipanema,-22.98123,-43.19967,Entire home/apt,230,3,105,2021-03-08,2.84,3,175
23129555,01 quarto para alugar em Ipanema com direitos.,171884161,,,Ipanema,-22.98703,-43.19385,Private room,1200,1,1,2018-02-08,0.03,1,179
23136504,Apartamento Copacabana Rio de Janeiro,171944106,Caio Lanes,,Copacabana,-22.97357,-43.19164,Entire home/apt,4500,1,0,,,1,365
23141735,Suíte Ventilada 2 camas Botafogo RJ,158607902,Isa,,Botafogo,-22.95327,-43.19226,Private room,90,2,5,2020-03-02,0.18,3,364
23144250,CaviRio VS401 Windows to the Ipanema Sea,66039372,Vitor & Carlos,,Ipanema,-22.98596,-43.20751,Entire home/apt,969,1,54,2021-02-28,1.43,41,239
23144396,Apartamento,83354976,Adriano,,São Cristóvão,-22.9085,-43.22083,Entire home/apt,500,2,13,2021-01-01,0.34,2,365
23146411,Com ou Sem Móveis perto Barra Shopping / Freguesia,163636791,Margarida & Cesar,,Freguesia (Jacarepaguá),-22.9426,-43.3458,Entire home/apt,56,1,0,,,16,365
23147940,Amplo Apartamento 3 quartos   * IPANEMA BEACH*,67308178,Marina,,Ipanema,-22.98435,-43.20967,Private room,1500,1,3,2019-03-05,0.08,1,180
23148356,Alugo apartamento para temporadas,172049435,,,Catete,-22.92554,-43.17953,Entire home/apt,200,3,7,2020-01-28,0.19,1,177
23148394,Quarto em ambiente familiar para temporada.,172050047,Patricia,,Glória,-22.92184,-43.17777,Private room,170,3,4,2020-02-24,0.14,1,365
23149225,Suíte em Ipanema - 50m da praia,172059617,Andrea,,Ipanema,-22.98599,-43.19347,Private room,110,1,56,2021-02-18,1.68,1,362
23154782,Appartement luxueux avec vue mer spectaculaire,140237308,Gilles,,Copacabana,-22.96544,-43.17659,Entire home/apt,720,3,4,2020-02-16,0.16,1,363
23156760,Olá! Alugamos  quartos mobiliado. Flamengo Rj.,4748345,Suely Piana,,Flamengo,-22.9318,-43.1765,Private room,100,10,1,2019-01-01,0.04,1,365
23160993,Quarto para Casais ou Solteiros - Taquara - RJ,172160441,Ademar,,Taquara,-22.92544,-43.39002,Private room,60,1,2,2019-10-07,0.11,1,180
23162024,Maravilhar apartamento 10 minutos  de copacabana,172171409,,,Botafogo,-22.95198,-43.18096,Entire home/apt,1500,4,0,,,2,365
23162054,Apt lindo e organizado 10 mtos de copacabana  a,172171409,,,Botafogo,-22.95313,-43.18298,Entire home/apt,1500,4,0,,,2,365
23163144,"Casa Flor Paquetá, Suíte Família",172183499,Marcelo,,Paquetá,-22.75599,-43.10922,Private room,410,2,6,2020-01-12,0.16,3,64
23164599,Quadra da Praia Copacabana,153315807,Mariana,,Copacabana,-22.96759,-43.18523,Entire home/apt,450,1,0,,,1,364
23169419,1 quarto + 1 aberto + Sala – Catete/Flamengo!,91654021,Daniel,,Glória,-22.92464,-43.17525,Entire home/apt,245,5,0,,,198,365
23177500,apartamento charmoso e arejado,83491522,Raquel,,Botafogo,-22.95102,-43.17678,Entire home/apt,350,3,1,2021-01-03,0.38,1,365
23177858,Eco Casa Silvestre.,172310926,Adriana,,Cosme Velho,-22.94435,-43.20615,Private room,200,1,3,2020-02-26,0.08,1,365
23178667,[v406] Rio de Janeiro • Beach • Brazil,157848745,Katya,,Barra da Tijuca,-23.00936,-43.35551,Entire home/apt,450,3,2,2019-10-07,0.05,15,364
23179160,TC1002 Vista Panorâmica de Copacabana,164822022,Priscilla,,Copacabana,-22.97769,-43.18967,Entire home/apt,118,2,83,2021-03-09,2.25,31,269
23180311,Flat Barra da Tijuca - Parque Olímpico/Rio Centro.,8518735,Gustavo,,Jacarepaguá,-22.96906,-43.38794,Hotel room,300,1,25,2019-11-10,0.66,2,90
23182824,Quarto Casa de Família Copacabana/Leme,55272273,Verônica,,Copacabana,-22.96477,-43.17458,Private room,138,1,14,2020-03-01,0.37,2,25
23183695,Aconchego e silêncio no coração de Copacabana,14983440,PabloKaschner,,Copacabana,-22.96896,-43.18466,Private room,114,1,1,2019-03-03,0.04,5,365
23184412,Estudio do arquiteto,36744189,Monica,,Ipanema,-22.9846,-43.20239,Entire home/apt,331,1,132,2021-03-20,3.49,16,92
23185629,CANTINHO SOSSEGADO PRÓXIMO À BADALAÇÃO,117310999,Julio,,Santa Teresa,-22.91941,-43.18615,Entire home/apt,600,4,0,,,1,23
23185840,SUITE NUMA RUA NOBRE E TRANQUILA DE COPACABANA,172376680,Gabriel,,Copacabana,-22.97069,-43.18976,Private room,100,3,0,,,1,364
23186903,Apartamento Chic★★★★★3 quadras da Praia Copacabana,22713969,Maria,,Copacabana,-22.97076,-43.19036,Entire home/apt,1000,6,0,,,39,0
23187048,Apartamento 2 quartos RioCentro / Projac / Barra,172390414,Beatriz,,Jacarepaguá,-22.9724,-43.41374,Entire home/apt,236,3,15,2020-02-12,0.40,1,0
23187498,Doce lá,172394543,Jane,,Pechincha,-22.93166,-43.34962,Private room,100,7,0,,,1,0
23187702,Excelente Apartamento no Catete,172396661,Jair Nunes,,Catete,-22.92718,-43.17944,Entire home/apt,120,2,60,2020-06-17,2.17,1,146
23188053,Lugar simples e aconchegante!,172399847,Rosilene,,Água Santa,-22.90849,-43.31344,Entire home/apt,180,4,0,,,1,365
23189205,"Quarto lindo para
estudantes!

mensal  1.500",172413767,Zenyd Menezes,,Jacarepaguá,-22.97034,-43.38873,Private room,200,1,2,2019-05-19,0.09,4,365
23190953,"Quarto Cond próxi Rio Centro, V. Olimpica Shopping",144085417,Wagner,,Jacarepaguá,-22.9653,-43.39656,Private room,190,15,1,2018-02-21,0.03,1,85
23196607,Rio de janeiro - Barra da Tijuca,95714541,Paola,,Barra da Tijuca,-23.00633,-43.32123,Private room,614,10,0,,,1,358
23199588,Apartamento loft em Santa Teresa,69366936,Maria Luisa,,Santa Teresa,-22.92256,-43.18978,Private room,120,2,2,2021-01-02,0.13,1,88
23201719,Flat Barra da Tijuca - Região Parque Olímpico.,8518735,Gustavo,,Jacarepaguá,-22.96907,-43.38788,Hotel room,300,1,46,2020-09-07,1.22,2,90
23202886,Fantastic Family Apartment in Copacabana,90708272,Maria De Lourdes,,Copacabana,-22.97354,-43.18896,Entire home/apt,170,3,29,2021-02-09,0.82,1,285
23212460,Casa zona Norte bairro piedade,172631596,Ana Paula,,Piedade,-22.88585,-43.31052,Entire home/apt,130,7,0,,,1,180
23225923,Quarto social com boas comodidades (1 adulto),100341947,Emilia,,Lagoa,-22.97893,-43.20049,Private room,90,2,0,,,2,88
23235098,Temporada em Copacabana,137171638,Cristina,,Copacabana,-22.97354,-43.18923,Entire home/apt,125,4,64,2021-03-20,1.93,2,233
23237949,casal $300 fim de semana. weekend couple .,113707420,Mateus,,Santa Teresa,-22.91971,-43.18034,Entire home/apt,208,3,2,2020-02-26,0.06,1,18
23238923,Spacious en-Suite in Ipanema by the Hill,174979445,La Carioquice,,Copacabana,-22.98193,-43.1961,Private room,245,2,104,2021-02-10,2.78,5,32
23239795,Stylish en-Suite in Ipanema by the Hill,174979445,La Carioquice,,Copacabana,-22.98193,-43.1961,Private room,230,2,77,2021-02-04,2.08,5,63
23240237,Cozy en-Suite in Ipanema by the Hill,174979445,La Carioquice,,Copacabana,-22.98193,-43.1961,Private room,222,2,76,2021-03-14,2.05,5,92
23244179,Apartamento Copa 1,172985322,Luiz Claudio,,Copacabana,-22.978,-43.19018,Entire home/apt,250,7,0,,,3,0
23245117,Apartamento Copa 2,172985322,Luiz Claudio,,Copacabana,-22.97879,-43.19163,Entire home/apt,200,3,1,2018-11-03,0.03,3,0
23245964,Apartamento Copa 4,172985322,Luiz Claudio,,Copacabana,-22.96254,-43.17539,Entire home/apt,200,5,1,2019-03-11,0.04,3,0
23247845,VERY COZY.,173013173,Rosilene,,Copacabana,-22.98053,-43.19146,Entire home/apt,1345,7,7,2020-02-26,0.19,1,140
23247878,Apartamento no coração de Ipanema.,172719779,Ralph,,Ipanema,-22.98472,-43.21338,Entire home/apt,500,3,0,,,1,0
23253930,Quarto coletivo misto 06,57652725,Fátima,,Flamengo,-22.93911,-43.17698,Shared room,60,3,0,,,7,365
23255973,Suite em condomínio no Recreio c/AC perto da praia,101553118,Pamela,,Recreio dos Bandeirantes,-23.02413,-43.49284,Private room,300,1,1,2018-08-12,0.03,2,177
23272580,Espaço paz,173234237,Maria Benilda,,Centro,-22.90966,-43.18426,Entire home/apt,60,5,38,2021-02-05,1.02,2,0
23282476,Family apartment Copacabana near Ipanema,120664307,Micheline,,Copacabana,-22.98068,-43.19417,Entire home/apt,150,5,16,2019-10-06,0.43,1,319
23288070,"Apto INTEIRO, 3 Quartos, ar condicionado",139867259,Manuel Marques,,Recreio dos Bandeirantes,-23.02916,-43.46929,Entire home/apt,290,6,11,2021-01-07,0.41,5,171
23292408,Quarto na Glória - Benjamin Constant,173410378,,,Glória,-22.92107,-43.17931,Private room,90,2,1,2020-01-02,0.07,1,365
23300444,Copacabana Leme,173485423,Philippe,,Leme,-22.96182,-43.17409,Entire home/apt,220,2,201,2021-02-18,5.69,2,165
23300536,Luxurious 5 Bedrooms Penthouse in Copacabana,2438594,WhereInRio,,Copacabana,-22.96953,-43.18104,Entire home/apt,8500,3,1,2021-01-07,0.39,22,346
23307196,6 Bedrooms Villa in Santa Teresa,2438594,WhereInRio,,Santa Teresa,-22.93346,-43.19758,Entire home/apt,10670,4,0,,,22,363
23309188,Quarto em Vila Isabel,46024577,Pri,,Vila Isabel,-22.91233,-43.24838,Private room,60,2,11,2021-02-08,0.44,1,343
23316673,CASA ALOJAMENTO PARA TEMPORADA NO RIO DE JANEIRO,33289451,Maria Aparecida,,Freguesia (Jacarepaguá),-22.93804,-43.34266,Entire home/apt,150,2,1,2021-01-02,0.37,3,355
23317932,Rio Spot Princesa C036,13580277,Marcio,,Copacabana,-22.9651,-43.17342,Entire home/apt,211,3,4,2020-09-15,0.11,60,264
23318313,Rio Spot Princesa C037,13580277,Marcio,,Leme,-22.96361,-43.17306,Entire home/apt,211,3,10,2021-03-16,0.27,60,254
23318626,Frontal Mar Finamente Decorado em Barra da Tijuca,1168587,Patricia,,Barra da Tijuca,-23.01041,-43.33736,Entire home/apt,3143,1,0,,,1,365
23323242,"Frente ao mar, 2 quartos, 140m², Ideal p/ Famílias",46629305,Jose Da Costa,,Copacabana,-22.96493,-43.17578,Entire home/apt,350,4,62,2021-03-17,1.75,2,77
23354886,O Mais Bonito Quarto e Sala do Flamengo (812),174021180,Juvenal,,Flamengo,-22.93927,-43.17683,Entire home/apt,100,13,36,2021-02-03,0.99,5,89
23355023,Large 2 bedroom one block from Copacabana Beach,50006365,Daniela,,Copacabana,-22.98363,-43.19048,Entire home/apt,225,5,38,2021-02-04,1.02,1,35
23356660,Confortável Sala e Quarto Largo do Machado,174021180,Juvenal,,Flamengo,-22.9314,-43.17717,Entire home/apt,100,13,18,2021-02-16,0.49,5,154
23358648,Studio Copa,8645528,Rita,,Copacabana,-22.97035,-43.18646,Entire home/apt,150,2,0,,,1,364
23368475,Rio Spot Princesa C035,13580277,Marcio,,Copacabana,-22.96532,-43.17419,Entire home/apt,187,3,1,2018-03-07,0.03,60,239
23369629,Apartamento no RioStay  junto ao Riocentro,5211561,Claudia,,Camorim,-22.9746,-43.41551,Private room,130,3,15,2020-02-26,0.41,2,178
23374643,TC1001 Vista Perfeita de Copacabana,164822022,Priscilla,,Copacabana,-22.97741,-43.18974,Entire home/apt,154,2,54,2020-12-27,1.45,31,264
23376235,COPACABANA VISTA LATERAL PARA PRAIA,4884558,Anselmo,,Copacabana,-22.98193,-43.19055,Entire home/apt,125,5,13,2021-02-07,0.45,5,246
23377691,LeblonRocha,174257150,Paulo,,Leblon,-22.98369,-43.22411,Entire home/apt,140,2,86,2020-11-22,2.33,1,0
23380836,Cozy bedroom close to the beach/quarto perto praia,95767805,Sirlene,,Recreio dos Bandeirantes,-23.01864,-43.45997,Private room,140,4,4,2019-10-07,0.11,2,179
23390928,Suite aconchegante com varanda na Ilha da Gigoia,17108927,Emel,,Barra da Tijuca,-23.003,-43.30976,Private room,120,2,21,2019-10-06,0.60,4,364
23394297,Quarto individual na Praia de Botafogo,171869859,Guilherme,,Botafogo,-22.946,-43.1837,Private room,60,1,28,2021-03-03,0.75,1,58
23397227,Coquettish apartment 2 bedrooms – IPANEMA Spot 9,91654021,Daniel,,Ipanema,-22.986,-43.20551,Entire home/apt,392,3,4,2020-01-13,0.19,198,262
23397487,Shared room at Ipanema Beach,19929009,Best,,Ipanema,-22.98346,-43.19538,Shared room,82,1,1,2018-03-30,0.03,2,365
23397550,"Studio aconchegante e prático, pertinho do metrô",174446206,,,Santa Teresa,-22.91851,-43.17884,Entire home/apt,112,4,3,2020-03-04,0.12,1,363
23404191,Bali Cottage -steps,129873049,Ícaro,,Taquara,-22.92859,-43.37944,Private room,564,1,0,,,1,0
23414904,Nice tranquil apartment in Copacabana,100247568,Cecilia,,Copacabana,-22.95982,-43.17641,Entire home/apt,160,2,37,2021-03-15,1.01,1,326
23417111,"Quarto para casal!
Apt. Frente para o mar!",18879897,Marcella,,São Conrado,-22.99575,-43.2591,Private room,373,1,2,2019-10-07,0.08,2,365
23418264,Room to watch sea near subway,30939080,Vitor,,Flamengo,-22.93098,-43.17516,Private room,230,1,2,2019-11-17,0.07,4,365
23426208,Charming Loft steps from Arpoador Beach,10503188,Adriana,,Ipanema,-22.98687,-43.19295,Entire home/apt,359,3,53,2021-03-14,1.56,1,121
23432118,Great studio - side view to Copacabana Beach,11386725,Carolina,,Copacabana,-22.96448,-43.17526,Entire home/apt,150,5,32,2021-02-28,0.88,7,349
23435114,Quarto apto luxo em Copacabana a 1 quadra da praia,166162862,Jaques,,Copacabana,-22.96491,-43.176,Private room,120,2,64,2021-03-07,1.73,3,172
23436399,Tranquilidade com vista para o mar.,5737780,Fabi,,Leme,-22.96239,-43.17054,Entire home/apt,299,3,0,,,15,0
23438102,The bright layout of the apartment,3414797,Emilliano,,Bangu,-22.87749,-43.46431,Private room,615,1,0,,,1,0
23444924,180° ocean view above Copacabana and Ipanema,92870369,Isabell,,Copacabana,-22.97991,-43.19389,Entire home/apt,180,7,2,2020-01-04,0.12,1,362
23446672,IPANEMA CUPUAÇU,11782291,Lucas,,Ipanema,-22.98405,-43.19492,Entire home/apt,225,3,20,2020-03-23,0.74,17,140
23448421,"Sunny Ipanema Penthouse facing the beach,5*reviews",348748,Julie,,Ipanema,-22.985,-43.2121,Entire home/apt,650,2,32,2021-02-28,0.86,1,186
23453304,Apartamento moderno de 3 quartos para 8 pessoas com 3 suites em Copacabana!,74463624,Mozart,,Copacabana,-22.98254,-43.19333,Entire home/apt,550,3,77,2021-03-18,2.07,54,229
23454905,Apart Leblon com piscina e garagem!,1500426,Cristyna  Rio,,Leblon,-22.98539,-43.22124,Entire home/apt,500,4,8,2019-12-18,0.28,51,180
23463185,Small studio Rio by Henrique - Apenas mensal,980805,Henrique,,Copacabana,-22.9826,-43.19422,Entire home/apt,60,30,3,2019-10-31,0.10,5,150
23463443,Andrew’s Apt. (Barra da Tijuca / Jardim Oceânico),175089125,Andrew,,Barra da Tijuca,-23.01185,-43.31095,Private room,100,1,22,2020-02-26,0.59,2,0
23467232,Mansão Cinematográfica Barra da Tijuca frente mar,91654021,Daniel,,Barra da Tijuca,-23.00426,-43.38162,Entire home/apt,6889,1,0,,,198,180
23474286,Suite com camas de solteiro _ entrada independente,13535672,Nelci,,Jardim Botânico,-22.96052,-43.21846,Private room,110,1,34,2021-03-01,1.24,3,365
23475892,HOUSE OF LIGHT,4255118,Ricardo,,São Conrado,-23.00054,-43.2746,Entire home/apt,18174,2,0,,,46,365
23476168,Amplo Quarto na Quadra da Praia,81460840,Maria Lucia,,Copacabana,-22.97305,-43.18595,Private room,150,3,7,2019-11-17,0.19,2,89
23479487,Quarto privado p/2 pessoas (metrô Sãens Penã),73762724,Edvaldo,,Tijuca,-22.92109,-43.23319,Private room,50,90,0,,,1,364
23480985,Charming flat Leblon -Safe and near to the beach.,175284857,Bruna,,Leblon,-22.98403,-43.21965,Entire home/apt,350,1,0,,,1,363
23482844,"Praia da Reserva, 2 qts, WI-FI e piscina",84706105,Erica,,Barra da Tijuca,-23.00924,-43.43045,Entire home/apt,187,2,62,2021-01-03,1.69,1,114
23485971,Two bedroom apartment in the heart of Ipanema,8669828,Miguel,,Ipanema,-22.9848,-43.19786,Entire home/apt,260,1,45,2021-02-12,1.24,1,75
23493924,Elegante studio com vista. O melhor para casais!,4873555,Pedro,,Copacabana,-22.97808,-43.18949,Entire home/apt,154,1,109,2021-03-21,3.08,14,250
23494806,Casa com vista estonteante em charmoso condomínio,175436745,Ana Paula,,Santa Teresa,-22.93256,-43.19569,Entire home/apt,300,7,1,2019-01-05,0.04,1,365
23497637,Amplio Apartamento en Ipanema.,129920395,Lisandro,,Ipanema,-22.9855,-43.19673,Entire home/apt,384,3,15,2020-03-10,0.50,1,153
23500273,Geani’s B&B.,15637912,Fátima Geani,,Copacabana,-22.96563,-43.18767,Private room,250,2,1,2019-10-07,0.06,1,363
23500632,APARTAMENTO IMPERDÍVEL EM COPACABANA/RJ,63375190,Otávio,,Copacabana,-22.97967,-43.18977,Entire home/apt,114,3,40,2021-01-20,1.08,2,85
23503389,Charming rooms with view of the Christ,14858339,Caio,,Humaitá,-22.9558,-43.19908,Private room,250,3,1,2019-12-05,0.06,2,0
23503685,Excelente apartamento com ótima localização,175521379,Alana,,Estácio,-22.92198,-43.20747,Entire home/apt,150,1,6,2019-03-05,0.17,1,177
23505891,mini-lar praiano em copa,26199603,Camila,,Copacabana,-22.96379,-43.17591,Entire home/apt,78,15,37,2021-01-18,1.25,1,0
23512783,Quarto em  Ipanema  uma quadra  da praia posto 9,48842907,Rose,,Ipanema,-22.98472,-43.19914,Private room,500,1,61,2019-08-21,1.66,2,3
23515531,Cozy Apartment at Barra da Tijuca.,4873555,Pedro,,Barra da Tijuca,-23.0082,-43.31154,Entire home/apt,295,1,19,2021-03-15,0.55,14,343
23515564,#RAINHA ELIZABETH 214,4255118,Ricardo,,Copacabana,-22.98426,-43.19248,Entire home/apt,440,3,4,2020-02-29,0.16,46,364
23517882,"Viajantes, universitários e estudante",68698327,Michelly,,Bonsucesso,-22.85812,-43.25136,Private room,60,2,13,2020-11-29,0.38,3,365
23520038,✶ Business trip ✶ Wi-Fi ✶ Full kitchen ✶,175467386,Luis Carlos,,Tijuca,-22.92319,-43.21687,Entire home/apt,120,2,15,2020-02-27,0.50,1,205
23524532,2 Bedroom 2 Bath Condo - Barra da Tijuca,175727899,Rosie,,Barra da Tijuca,-23.00458,-43.35188,Entire home/apt,299,2,6,2021-01-04,0.33,1,178
23526471,Humaitá - American Flat,175652955,Vivian,,Humaitá,-22.95912,-43.2,Entire home/apt,190,2,7,2020-02-26,0.19,1,202
23535766,Apartamento  simples,27709253,Eliane,,Curicica,-22.95508,-43.38664,Entire home/apt,214,1,2,2019-10-06,0.07,9,53
23537729,Ótimo apartamento no Leme,175843135,Kurt,,Leme,-22.9638,-43.16863,Entire home/apt,300,3,1,2019-10-05,0.06,1,363
23543492,Agradável apartamento em Ipanema,118512429,Elisabeth,,Ipanema,-22.98391,-43.19723,Entire home/apt,271,2,30,2021-01-03,1.01,1,178
23559730,4 bedrooms oceanfront Airam,4255118,Ricardo,,Leme,-22.96354,-43.17124,Entire home/apt,2000,4,0,,,46,363
23566811,Coração de Copacabana,173844349,Nelson,,Copacabana,-22.96396,-43.17518,Entire home/apt,120,3,4,2021-02-16,0.24,1,0
23572042,Quarto Casal - Varanda Ipanema,59519391,Márcio,,Ipanema,-22.98579,-43.20443,Private room,112,2,157,2021-02-09,4.24,8,114
23572358,Rio Spot Homes U036,13580277,Marcio,,Copacabana,-22.96486,-43.17455,Entire home/apt,211,3,2,2019-09-19,0.05,60,91
23574219,Copa Estilo II- Apartamento à Beira Mar no Posto 6,6422051,Cristina,,Copacabana,-22.98318,-43.19112,Entire home/apt,155,1,30,2021-03-21,0.89,18,77
23575738,Pearl Apartment – 2 bedrooms at Leblon,91654021,Daniel,,Leblon,-22.98331,-43.21699,Entire home/apt,429,5,0,,,198,15
